code,parent_code,level,name,description,default_unit
C_Pears,fi,1,"pears, fresh","pears, fresh",tonnes
C_Peasn,fi,1,"pea, green, fresh","pea, green, fresh",tonnes
C_Peasy,fi,1,"pea (pisum sativum), dry","pea (pisum sativum), dry",tonnes
C_Pepp,fi,1,"pepper (piper ssp.), raw","pepper (piper ssp.), raw",tonnes
C_Peppt,fi,1,peppermint and spearmint,peppermint and spearmint,tonnes
C_Perss,fi,1,"persimmon, fresh","persimmon, fresh",tonnes
C_Pfert,fi,1,phosphatic fertilizers,phosphatic fertilizers,tonnes
C_Piges,fi,1,"pigeon pea, dry","pigeon pea, dry",tonnes
C_Pigmeat,fi,1,"pig, live","pig, live",tonnes
C_Pined,fi,1,"pineapple, otherwise prepared or preserved","pineapple, otherwise prepared or preserved",tonnes
C_Pines,fi,1,"pineapple, fresh","pineapple, fresh",tonnes
C_Pists,fi,1,"pistachio seed, with shell","pistachio seed, with shell",tonnes
C_Plans,fi,1,"banana, cooking","banana, cooking",tonnes
C_Plum,fi,1,"plum, dried","plum, dried",tonnes
C_Plums,fi,1,"plum and sloe, fresh","plum and sloe, fresh",tonnes
C_Polmeat,fi,1,"poultry, live","poultry, live",tonnes
C_Poppd,fi,1,poppy seed,poppy seed,tonnes
C_Potan,fi,1,"potatoes, frozen","potatoes, frozen",tonnes
C_Potas,fi,1,"potato, fresh","potato, fresh",tonnes
C_Pulss,fi,1,"leguminous crop, dry, other","leguminous crop, dry, other",tonnes
C_Pumps,fi,1,"gourd, zucchini, pumpkin","gourd, zucchini, pumpkin",tonnes
C_Pyred,fi,1,"pyrethrum, dried flower","pyrethrum, dried flower",tonnes
C_Quina,fi,1,quinoa grain,quinoa grain,tonnes
C_Quins,fi,1,"quince, fresh","quince, fresh",tonnes
C_RATV,fi,1,"radio, television and communication equipment and apparatus","radio, television and communication equipment and apparatus",tonnes
C_REAL,fi,1,real estate service,real estate service,Meuro
C_RECR,fi,1,"recreational, cultural and sporting service","recreational, cultural and sporting service",Meuro
C_REFN,fi,1,petroleum refinery products,petroleum refinery products,tonnes
C_RESD,fi,1,research and development,research and development,Meuro
C_RUBP_01_RES,fi,1,rubber and plastic products - residual,rubber and plastic products - residual,tonnes
C_RYMS,fi,1,secondary raw materials,secondary raw materials,Meuro
C_Raiss,fi,1,raisin,raisin,tonnes
C_Ramie,fi,1,"ramie fibre, raw, decorticated, dried and degummed, but not spun","ramie fibre, raw, decorticated, dried and degummed, but not spun",tonnes
C_Raped,fi,1,colza seed (rapeseed),colza seed (rapeseed),tonnes
C_Rasps,fi,1,"raspberry, blackberry, mulberry, and loganberry, fresh","raspberry, blackberry, mulberry, and loganberry, fresh",tonnes
C_Ricey,fi,1,"rice, with husk","rice, with husk",tonnes
C_Roots,fi,1,"root, bulb, and tuber, other","root, bulb, and tuber, other",tonnes
C_Rubber,fi,1,"rubber, natural","rubber, natural",tonnes
C_Ryee,fi,1,rye grain,rye grain,tonnes
C_SDCL,fi,1,sand and clay,sand and clay,tonnes
C_SE_INCI,fi,1,energy recovery of sewage,energy recovery of sewage,tonnes
C_SE_INCI_no_recov,fi,1,incineration of sewage,incineration of sewage,tonnes
C_SE_LAND,fi,1,landfill of sewage,landfill of sewage,tonnes
C_SE_OTHE,fi,1,other_disposal of sewage,other_disposal of sewage,tonnes
C_SE_RECY,fi,1,recycling of sewage,recycling of sewage,tonnes
C_SE_biog,fi,1,biogasification and land application,biogasification and land application,tonnes
C_SE_wwater,fi,1,p fert from waste eater treat,p fert from waste eater treat,tonnes
C_SHEET_PA,fi,1,paper sheet,paper sheet,tonnes
C_SHEET_PAPL,fi,1,"paper sheet, with plastic foil","paper sheet, with plastic foil",tonnes
C_SHEET_PAPLAL,fi,1,"paper sheet, with plastic and aluminium foil","paper sheet, with plastic and aluminium foil",tonnes
C_STEL,fi,1,basic iron and steel and of ferro-alloys and first products thereof,basic iron and steel and of ferro-alloys and first products thereof,tonnes
C_STEW,fi,1,"treatment of steel scrap, recycling in electric arc furnace","treatment of steel scrap, recycling in electric arc furnace",tonnes
C_STON,fi,1,"monumental and building stone, gypsum, anhydrite, and limestone","monumental and building stone, gypsum, anhydrite, and limestone",tonnes
C_ST_INCI,fi,1,energy recovery of steel,energy recovery of steel,tonnes
C_ST_INCI_no_recov,fi,1,incineration of steel,incineration of steel,tonnes
C_ST_LAND,fi,1,landfill of steel,landfill of steel,tonnes
C_ST_OTHE,fi,1,other_disposal of steel,other_disposal of steel,tonnes
C_SUBC,fi,1,sub-bituminous coal,sub-bituminous coal,tonnes
C_Saffd,fi,1,safflower seed,safflower seed,tonnes
C_Sesad,fi,1,sesame seed,sesame seed,tonnes
C_Shemeat,fi,1,"sheep, live","sheep, live",tonnes
C_Shemilk,fi,1,"sheep milk, raw","sheep milk, raw",tonnes
C_Silk_ree,fi,1,"silk-worm cocoons, for reeling","silk-worm cocoons, for reeling",tonnes
C_Silkw,fi,1,"silk, raw","silk, raw",tonnes
C_Sisal,fi,1,"sisal fibre, raw, decorticated and dried","sisal fibre, raw, decorticated and dried",tonnes
C_Snaia,fi,1,"land and freshwater snail, either fresh, frozen, dried, salted or in brine","land and freshwater snail, either fresh, frozen, dried, salted or in brine",tonnes
C_Sorgm,fi,1,sorghum grain,sorghum grain,tonnes
C_Soybs,fi,1,"soybean, fresh","soybean, fresh",tonnes
C_Spics,fi,1,"stimulant, spice and aromatic crop, fresh, other","stimulant, spice and aromatic crop, fresh, other",tonnes
C_Spinh,fi,1,"spinach, fresh","spinach, fresh",tonnes
C_Starch_cass,fi,1,"starch, cassava","starch, cassava",tonnes
C_Starch_pota,fi,1,"starch, potatoes","starch, potatoes",tonnes
C_Stras,fi,1,"strawberry, fresh","strawberry, fresh",tonnes
C_Stris,fi,1,"bean, green, fresh, not for shelling","bean, green, fresh, not for shelling",tonnes
C_Sugacrs,fi,1,"sugar crop, other","sugar crop, other",tonnes
C_Sugae,fi,1,sugar cane,sugar cane,tonnes
C_Sugat,fi,1,sugar beet,sugar beet,tonnes
C_Sunfd,fi,1,sunflower seed,sunflower seed,tonnes
C_Sweed,fi,1,"sweet corn, preserved","sweet corn, preserved",tonnes
C_Sween,fi,1,"sweet corn, frozen","sweet corn, frozen",tonnes
C_Swees,fi,1,"sweet potatoes, fresh","sweet potatoes, fresh",tonnes
C_TAIR,fi,1,transport by air,transport by air,Meuro
C_TAUX,fi,1,"travel agency, tour operator, and tourism service","travel agency, tour operator, and tourism service",Meuro
C_TDFU,fi,1,retail trade service of motor fuel,retail trade service of motor fuel,Meuro
C_TDMO,fi,1,"retail sale, maintenance, and repair of motor vehicles, motor vehicles parts, and accessories","retail sale, maintenance, and repair of motor vehicles, motor vehicles parts, and accessories",Meuro
C_TDRT,fi,1,retail trade services,retail trade services,Meuro
C_TDWH,fi,1,wholesale trade services,wholesale trade services,Meuro
C_TETRA_PPA,fi,1,"beverage packaging of paper sheet, with plastic and aluminium foil","beverage packaging of paper sheet, with plastic and aluminium foil",tonnes
C_TEXT,fi,1,textiles (17),textiles (17),tonnes
C_TE_INCI,fi,1,energy recovery of textiles,energy recovery of textiles,tonnes
C_TE_INCI_no_recov,fi,1,incineration of textiles,incineration of textiles,tonnes
C_TE_LAND,fi,1,landfill of textiles,landfill of textiles,tonnes
C_TE_RECY,fi,1,recycling of textiles,recycling of textiles,tonnes
C_TLND,fi,1,transport by road,transport by road,Meuro
C_TOBC,fi,1,tobacco products (16),tobacco products (16),tonnes
C_TPIP,fi,1,transport via pipeline,transport via pipeline,Meuro
C_TRAI,fi,1,transport by rail,transport by rail,Meuro
C_TWAI,fi,1,transport by inland waterway,transport by inland waterway,Meuro
C_TWAS,fi,1,transport by sea,transport by sea,Meuro
C_Talld,fi,1,tallowtree seed,tallowtree seed,tonnes
C_Tapia,fi,1,"tapioca, cassava","tapioca, cassava",tonnes
C_Tapis,fi,1,"tapioca, potatoes","tapioca, potatoes",tonnes
C_Taro,fi,1,"taro, fresh","taro, fresh",tonnes
C_Teaa,fi,1,"tea, green or fermented","tea, green or fermented",tonnes
C_Tmand,fi,1,"mandarin orange, fresh","mandarin orange, fresh",tonnes
C_Tobac,fi,1,"tobacco, raw, not stripped","tobacco, raw, not stripped",tonnes
C_Tomad,fi,1,"tomato, preserved","tomato, preserved",tonnes
C_Tomae,fi,1,"tomato paste, preserved","tomato paste, preserved",tonnes
C_Tomas,fi,1,tomato,tomato,tonnes
C_Trite,fi,1,triticale grain,triticale grain,tonnes
C_Tung_nuts,fi,1,tung nut,tung nut,tonnes
C_UN_INCI,fi,1,energy recovery of unsorted waste,energy recovery of unsorted waste,tonnes
C_UN_INCI_no_recov,fi,1,incineration of unsorted waste,incineration of unsorted waste,tonnes
C_UN_LAND,fi,1,landfill of unsorted waste,landfill of unsorted waste,tonnes
C_UN_OTHE,fi,1,other_disposal of unsorted waste,other_disposal of unsorted waste,tonnes
C_UN_RECY,fi,1,recycling of unsorted waste,recycling of unsorted waste,tonnes
C_Vania,fi,1,vanilla,vanilla,tonnes
C_Vegeh,fi,1,"vegetables, homogenized preparations","vegetables, homogenized preparations",tonnes
C_Vegleg_nes,fi,1,"vegetables, leguminous, not else specified","vegetables, leguminous, not else specified",tonnes
C_Vetcs,fi,1,"vetch, dry","vetch, dry",tonnes
C_WATR,fi,1,"freshwater, treated or untreated","freshwater, treated or untreated",tonnes
C_WOOD,fi,1,wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),tonnes
C_WOOW,fi,1,recycling of wood,recycling of wood,tonnes
C_WO_OTHE,fi,1,other_disposal of wood,other_disposal of wood,tonnes
C_Walnd,fi,1,"walnut, shelled","walnut, shelled",tonnes
C_Walnl,fi,1,"walnut, with shell","walnut, with shell",tonnes
C_Wates,fi,1,watermelon,watermelon,tonnes
C_Wheat,fi,1,wheat grain,wheat grain,tonnes
C_Wine,fi,1,wine,wine,tonnes
C_Yams,fi,1,"yams, fresh","yams, fresh",tonnes
C_auto,fi,1,car,car,items
C_bus,fi,1,bus,bus,items
C_elec_HCHEM,fi,1,electricity from chemical heat,electricity from chemical heat,TJ
C_elec_HWAT,fi,1,electricity from heat plants,electricity from heat plants,TJ
C_elec_POWB,fi,1,"electricity, from biomass","electricity, from biomass",TJ
C_elec_POWC,fi,1,"electricity, from combustion of coal","electricity, from combustion of coal",TJ
C_elec_POWG,fi,1,"electricity, from combustion of gas","electricity, from combustion of gas",TJ
C_elec_POWH,fi,1,"electricity, from kinetic energy of water","electricity, from kinetic energy of water",TJ
C_elec_POWM,fi,1,"electricity, from geothermal energy","electricity, from geothermal energy",TJ
C_elec_POWN,fi,1,"electricity, from nuclear fission","electricity, from nuclear fission",TJ
C_elec_POWO,fi,1,"electricity, from kinetic energy of tide, waves, or ocean currents","electricity, from kinetic energy of tide, waves, or ocean currents",TJ
C_elec_POWP,fi,1,"electricity, from combustion of petroleum","electricity, from combustion of petroleum",TJ
C_elec_POWS,fi,1,"electricity, from photovoltaic conversion of solar energy","electricity, from photovoltaic conversion of solar energy",TJ
C_elec_POWW,fi,1,"electricity, from kinetic energy of wind","electricity, from kinetic energy of wind",TJ
C_elec_POWZ,fi,1,"electricity, other","electricity, other",TJ
C_frtrop_nes,fi,1,"tropical fruit, other, fresh","tropical fruit, other, fresh",tonnes
C_heat_CHP,fi,1,"district heat, from combined heat and power plants","district heat, from combined heat and power plants",TJ
C_heat_EBOIL,fi,1,"district heat, from electric boilers","district heat, from electric boilers",TJ
C_heat_HPUMP,fi,1,district heat from heat pump,district heat from heat pump,TJ
C_heat_HWAT,fi,1,"district heat, from heat plant","district heat, from heat plant",TJ
C_oFibrs,fi,1,"fibre crop, raw, other","fibre crop, raw, other",tonnes
C_oFru_cit,fi,1,"citrus fruit, other, fresh","citrus fruit, other, fresh",tonnes
C_oFru_fresh,fi,1,"fruits, other, fresh","fruits, other, fresh",tonnes
C_oFru_pom,fi,1,"pome fruit, other","pome fruit, other",tonnes
C_oFru_ston,fi,1,"stone fruit, other","stone fruit, other",tonnes
C_oVege_fresh,fi,1,"vegetable, other, fresh","vegetable, other, fresh",tonnes
C_palm,fi,1,oil palm fruit,oil palm fruit,tonnes
C_sugar_all,fi,1,sugar,sugar,tonnes
C_truck,fi,1,lorry,lorry,items
fcomb,,0,combusted product,combustion or a product,
EF_AGSL,fcomb,1,"aviation gasoline, combustion of","aviation gasoline, combustion of",TJ
EF_ANTH,fcomb,1,"anthracite, combustion of","anthracite, combustion of",TJ
EF_BIOD,fcomb,1,"biodiesels, combustion of","biodiesels, combustion of",TJ
EF_BIOG,fcomb,1,"biogasoline, combustion of","biogasoline, combustion of",TJ
EF_BITU,fcomb,1,"bitumen, combustion of","bitumen, combustion of",TJ
EF_BKBP,fcomb,1,"bkb/peat briquettes, combustion of","bkb/peat briquettes, combustion of",TJ
EF_CHAR,fcomb,1,"charcoal, combustion of","charcoal, combustion of",TJ
EF_COIL,fcomb,1,"crude petroleum and services related to crude oil extraction, excluding surveying, combustion of","crude petroleum and services related to crude oil extraction, excluding surveying, combustion of",TJ
EF_COKC,fcomb,1,"coking coal, combustion of","coking coal, combustion of",TJ
EF_COKE,fcomb,1,"coke oven coke, combustion of","coke oven coke, combustion of",TJ
EF_COOG,fcomb,1,"coke oven gas, combustion of","coke oven gas, combustion of",TJ
EF_COTA,fcomb,1,"coal tar, combustion of","coal tar, combustion of",TJ
EF_DOIL,fcomb,1,"gas/diesel oil, combustion of","gas/diesel oil, combustion of",TJ
EF_ETHA,fcomb,1,"ethane, combustion of","ethane, combustion of",TJ
EF_FOIL,fcomb,1,"heavy fuel oil, combustion of","heavy fuel oil, combustion of",TJ
EF_FORE,fcomb,1,"products of forestry, logging and related services, combustion of","products of forestry, logging and related services, combustion of",TJ
EF_GASE,fcomb,1,"natural gas and services related to natural gas extraction, excluding surveying, combustion of","natural gas and services related to natural gas extraction, excluding surveying, combustion of",TJ
EF_GASL,fcomb,1,"natural gas liquids, combustion of","natural gas liquids, combustion of",TJ
EF_GCOK,fcomb,1,"gas coke, combustion of","gas coke, combustion of",TJ
EF_GJET,fcomb,1,"gasoline type jet fuel, combustion of","gasoline type jet fuel, combustion of",TJ
EF_KERO,fcomb,1,"kerosene, combustion of","kerosene, combustion of",TJ
EF_KJET,fcomb,1,"kerosene type jet fuel, combustion of","kerosene type jet fuel, combustion of",TJ
EF_LIBC,fcomb,1,"lignite/brown coal, combustion of","lignite/brown coal, combustion of",TJ
EF_LPGA,fcomb,1,"liquefied petroleum gases (lpg), combustion of","liquefied petroleum gases (lpg), combustion of",TJ
EF_LUBR,fcomb,1,"lubricants, combustion of","lubricants, combustion of",TJ
EF_MBFG,fcomb,1,"blast furnace gas, combustion of","blast furnace gas, combustion of",TJ
EF_MGSL,fcomb,1,"motor gasoline, combustion of","motor gasoline, combustion of",TJ
EF_MGWG,fcomb,1,"gas works gas, combustion of","gas works gas, combustion of",TJ
EF_MOSG,fcomb,1,"oxygen steel furnace gas, combustion of","oxygen steel furnace gas, combustion of",TJ
EF_NAPT,fcomb,1,"naphtha, combustion of","naphtha, combustion of",TJ
EF_NSPP,fcomb,1,"non-specified petroleum products, combustion of","non-specified petroleum products, combustion of",TJ
EF_OTBC,fcomb,1,"other bituminous coal, combustion of","other bituminous coal, combustion of",TJ
EF_PARW,fcomb,1,"paraffin waxes, combustion of","paraffin waxes, combustion of",TJ
EF_PATF,fcomb,1,"patent fuel, combustion of","patent fuel, combustion of",TJ
EF_PEAT,fcomb,1,"peat, combustion of","peat, combustion of",TJ
EF_PETC,fcomb,1,"petroleum coke, combustion of","petroleum coke, combustion of",TJ
EF_RGAS,fcomb,1,"refinery gas, combustion of","refinery gas, combustion of",TJ
EF_SUBC,fcomb,1,"sub-bituminous coal, combustion of","sub-bituminous coal, combustion of",TJ
EF_WHSP,fcomb,1,"white spirit & sbp, combustion of","white spirit & sbp, combustion of",TJ
fm,,0,market product,,
M_ADDC,fm,1,additives/blending components (market for),"additives/blending components, (market for)",tonnes
M_AGSL,fm,1,aviation gasoline (market for),"aviation gasoline, (market for)",tonnes
M_ALUM,fm,1,"aluminium and aluminium products, (market for)","aluminium and aluminium products, (market for)",tonnes
M_ALUM_01_RES,fm,1,aluminium and aluminium products - residual (market for),aluminium and aluminium products - residual (market for),tonnes
M_ALUO,fm,1,aluminium ores and concentrates (market for),"aluminium ores and concentrates, (market for)",tonnes
M_ALUW,fm,1,recycling of aluminium (market for),"recycling of aluminium, (market for)",tonnes
M_AL_INCI,fm,1,incineration with energy recovery of aluminium (market for),"incineration with energy recovery of aluminium, (market for)",tonnes
M_AL_LAND,fm,1,landfill of aluminium (market for),"landfill of aluminium, (market for)",tonnes
M_ANTH,fm,1,anthracite (market for),"anthracite, (market for)",tonnes
M_ASHW,fm,1,"recycling of ashes, (market for)","recycling of ashes, (market for)",tonnes
M_AS_LAND,fm,1,landfill of ashes (market for),"landfill of ashes, (market for)",tonnes
M_Agavs,fm,1,"other agave fibres, (market for)","other agave fibres, (market for)",tonnes
M_Almod,fm,1,"almonds, without shell (market for)","almonds, without shell, (market for)",tonnes
M_Almol,fm,1,"almonds, in shell, (market for)","almonds, in shell, (market for)",tonnes
M_Anisr,fm,1,"anise, badian, fennel, (market for)","anise, badian, fennel, (market for)",tonnes
M_Appls,fm,1,"apple, (market for)","apple, (market for)",tonnes
M_Apris,fm,1,"apricots, (market for)","apricots, (market for)",tonnes
M_Apriy,fm,1,"apricots, dried (market for)","apricots, dried, (market for)",tonnes
M_Arecs,fm,1,"areca nuts, (market for)","areca nuts, (market for)",tonnes
M_Artis,fm,1,artichokes (market for),"artichokes, (market for)",tonnes
M_Aspas,fm,1,asparagus (market for),"asparagus, (market for)",tonnes
M_Avocs,fm,1,avocados (market for),"avocados, (market for)",tonnes
M_BA_INCI,fm,1,energy recovery of batteries and accumulators waste (market for),"energy recovery of batteries and accumulators waste, (market for)",tonnes
M_BA_INCI_no_recov,fm,1,incineration without energy recovery of batteries and accumulators waste (market for),"incineration without energy recovery of batteries and accumulators waste, (market for)",tonnes
M_BA_LAND,fm,1,landfill of batteries and accumulators waste (market for),"landfill of batteries and accumulators waste, (market for)",tonnes
M_BA_RECY,fm,1,recycling of batteries and accumulators waste (market for),"recycling of batteries and accumulators waste, (market for)",tonnes
M_BIOD,fm,1,biodiesels (market for),"biodiesels, (market for)",tonnes
M_BIOG,fm,1,biogasoline (market for),"biogasoline, (market for)",tonnes
M_BITU,fm,1,bitumen (market for),"bitumen, (market for)",tonnes
M_BKBP,fm,1,bkb/peat briquettes (market for),"bkb/peat briquettes, (market for)",tonnes
M_BOTL_GLS,fm,1,"glass packaging, bottle, 0.33 litre, (market for)","glass packaging, bottle, 0.33 litre, (market for)",tonnes
M_BOTL_PET,fm,1,"plastic packaging, bottle, pet, (market for)","plastic packaging, bottle, pet, (market for)",tonnes
M_BRIK,fm,1,"bricks, tiles and construction products, in baked clay (market for)","bricks, tiles and construction products, in baked clay, (market for)",tonnes
M_Bambs,fm,1,bambara beans (market for),"bambara beans, (market for)",tonnes
M_Banas,fm,1,bananas (market for),"bananas, (market for)",tonnes
M_Barld,fm,1,"barley, pearled (market for)","barley, pearled, (market for)",tonnes
M_Barlt,fm,1,pot barley (market for),"pot barley, (market for)",tonnes
M_Barly,fm,1,barley (market for),"barley, (market for)",tonnes
M_Bastr,fm,1,jute-like fibres (market for),"jute-like fibres, (market for)",tonnes
M_Beann,fm,1,"beans, green (market for)","beans, green, (market for)",tonnes
M_Beany,fm,1,"beans, dry (market for)","beans, dry, (market for)",tonnes
M_Beef_ges,fm,1,sausages of beef and veal (market for),"sausages of beef and veal, (market for)",tonnes
M_Beef_ked,fm,1,"beef and veal, dried, salted, smoked (market for)","beef and veal, dried, salted, smoked, (market for)",tonnes
M_Beef_ons,fm,1,beef meat processed (boneless) (market for),beef meat processed (boneless) (market for),tonnes
M_Beef_veal,fm,1,"meat, cattle, boneless (beef & veal) (market for)","meat, cattle, boneless (beef & veal) (market for)",tonnes
M_Beer_barl,fm,1,beer of barley (market for),"beer of barley, (market for)",tonnes
M_Beer_maiz,fm,1,beer of millet (market for),"beer of millet, (market for)",tonnes
M_Beer_millet,fm,1,beer of maize (market for),"beer of maize, (market for)",tonnes
M_Beer_sorg,fm,1,beer of sorghum (market for),"beer of sorghum, (market for)",tonnes
M_Beesx,fm,1,beeswax (market for),"beeswax, (market for)",tonnes
M_Berrs,fm,1,"berries nes, (market for)","berries nes, (market for)",tonnes
M_Bev_dstl,fm,1,"beverages, distilled alcoholic (market for)","beverages, distilled alcoholic, (market for)",tonnes
M_Bev_ferm,fm,1,rice-fermented beverages (market for),"rice-fermented beverages, (market for)",tonnes
M_Blues,fm,1,blueberries (market for),"blueberries, (market for)",tonnes
M_Bran_ bar,fm,1,bran of barley (market for),"bran of barley, (market for)",tonnes
M_Bran_ cer,fm,1,bran of cereals nes (market for),"bran of cereals nes, (market for)",tonnes
M_Bran_ mai,fm,1,bran of maize (market for),"bran of maize, (market for)",tonnes
M_Bran_ oat,fm,1,bran of oats (market for),"bran of oats, (market for)",tonnes
M_Bran_ pul,fm,1,bran of pulses (market for),"bran of pulses, (market for)",tonnes
M_Bran_ tri,fm,1,bran of triticale (market for),"bran of triticale, (market for)",tonnes
M_Brazd,fm,1,"brazil nuts, without shell (market for)","brazil nuts, without shell, (market for)",tonnes
M_Brazl,fm,1,"brazil nuts, in shell (market for)","brazil nuts, in shell, (market for)",tonnes
M_Bread,fm,1,bread (market for),"bread, (market for)",tonnes
M_Broay,fm,1,"broad beans, dry (market for)","broad beans, dry, (market for)",tonnes
M_Buckt,fm,1,buckwheat (market for),"buckwheat, (market for)",tonnes
M_Bufmeat,fm,1,meat from buffalo (live) (market for),"meat from buffalo (live), (market for)",tonnes
M_Bufmilk,fm,1,milk raw from buffalo (market for),"milk raw from buffalo, (market for)",tonnes
M_Butt_cow,fm,1,butter of cow milk (market for),"butter of cow milk, (market for)",tonnes
M_Butt_goat,fm,1,butter of goat milk (market for),"butter of goat milk, (market for)",tonnes
M_Buttk,fm,1,"buttermilk, curdled milk, acidified milk (market for)","buttermilk, curdled milk, acidified milk, (market for)",tonnes
M_CAN_ALD,fm,1,"beverage can, aluminium, (market for)","beverage can, aluminium, (market for)",tonnes
M_CAN_STEL,fm,1,"food can, steel, (market for)","food can, steel, (market for)",tonnes
M_CARDB,fm,1,"cardboard, (market for)","cardboard, (market for)",tonnes
M_CHAR,fm,1,charcoal (market for),"charcoal, (market for)",tonnes
M_CHEM,fm,1,"other chemicals, (market for)","other chemicals, (market for)",tonnes
M_CHMF,fm,1,chemical and fertilizer minerals (market for),"chemical and fertilizer minerals, (market for)",tonnes
M_CMNT,fm,1,"cement, lime and plaster (market for)","cement, lime and plaster, (market for)",tonnes
M_COIL,fm,1,crude petroleum extraction (market for),"crude petroleum extraction, (market for)",tonnes
M_COKC,fm,1,coking coal (market for),"coking coal, (market for)",tonnes
M_COKE,fm,1,coke oven coke (market for),"coke oven coke, (market for)",tonnes
M_COMP,fm,1,computer and related services (market for),"computer and related services, (market for)",Meuro
M_CONS,fm,1,construction work (market for),"construction work, (market for)",Meuro
M_CONTAI_GLS,fm,1,"small container, glass, (market for)","small container, glass, (market for)",tonnes
M_CONW,fm,1,recycling of construction waste (market for),"recycling of construction waste, (market for)",tonnes
M_COOG,fm,1,coke oven gas (market for),"coke oven gas, (market for)",tonnes
M_COPO,fm,1,copper ores and concentrates (market for),"copper ores and concentrates, (market for)",tonnes
M_COPP,fm,1,copper products (market for),"copper products, (market for)",tonnes
M_COPW,fm,1,recycling of copper (market for),"recycling of copper, (market for)",tonnes
M_COTA,fm,1,coal tar (market for),"coal tar, (market for)",tonnes
M_CO_INCI,fm,1,incineration with energy recovery of construction waste (market for),"incineration with energy recovery of construction waste, (market for)",tonnes
M_CO_INCI_no_recov,fm,1,incineration without energy recovery of construction waste (market for),"incineration without energy recovery of construction waste, (market for)",tonnes
M_CO_LAND,fm,1,landfill of construction waste (market for),"landfill of construction waste, (market for)",tonnes
M_CO_OTHE,fm,1,other disposal of construction waste (market for),"other disposal of construction waste, (market for)",tonnes
M_CRMC,fm,1,ceramic goods (market for),"ceramic goods, (market for)",tonnes
M_CU_INCI,fm,1,incineration with energy recovery of copper (market for),"incineration with energy recovery of copper, (market for)",tonnes
M_CU_LAND,fm,1,landfill of copper (market for),"landfill of copper, (market for)",tonnes
M_Cabbs,fm,1,cabbages (market for),"cabbages, (market for)",tonnes
M_Canad,fm,1,canary seed (market for),"canary seed, (market for)",tonnes
M_Caros,fm,1,carobs (market for),"carobs, (market for)",tonnes
M_Carrs,fm,1,carrot (market for),"carrot, (market for)",tonnes
M_Casen,fm,1,casein (market for),"casein, (market for)",tonnes
M_Cashd,fm,1,"cashew nuts, without shell (market for)","cashew nuts, without shell, (market for)",tonnes
M_Cashe,fm,1,cashewapple (market for),"cashewapple, (market for)",tonnes
M_Cashl,fm,1,"cashew nuts, in shell (market for)","cashew nuts, in shell, (market for)",tonnes
M_Cassa,fm,1,cassava (market for),"cassava, (market for)",tonnes
M_Cassd,fm,1,"cassava, dried (market for)","cassava, dried, (market for)",tonnes
M_Castd,fm,1,castor beans (market for),"castor beans, (market for)",tonnes
M_Catmeat,fm,1,meat from cattle (live) (market for),"meat from cattle (live), (market for)",tonnes
M_Catmilk,fm,1,milk raw from cow (market for),"milk raw from cow, (market for)",tonnes
M_Cauli,fm,1,cauliflowers and broccoli (market for),"cauliflowers and broccoli, (market for)",tonnes
M_Cer_brkf,fm,1,breakfast cereals (market for),"breakfast cereals, (market for)",tonnes
M_Cer_prep,fm,1,cereal preparations (market for),"cereal preparations, (market for)",tonnes
M_Ceres,fm,1,"cereals, nes (market for)","cereals, nes, (market for)",tonnes
M_Chee_cow_sk,fm,1,cheese from skimmed cow milk (market for),"cheese from skimmed cow milk, (market for)",tonnes
M_Chee_cow_wh,fm,1,cheese from whole cow milk (market for),"cheese from whole cow milk, (market for)",tonnes
M_Chee_goat,fm,1,cheese of goat milk (market for),"cheese of goat milk, (market for)",tonnes
M_Chee_proc,fm,1,processed cheese (market for),"processed cheese, (market for)",tonnes
M_Chee_sheep,fm,1,cheese of sheep milk (market for),"cheese of sheep milk, (market for)",tonnes
M_Cherr,fm,1,sour cherries (market for),"sour cherries, (market for)",tonnes
M_Chers,fm,1,cherries (market for),"cherries, (market for)",tonnes
M_Chest,fm,1,"chestnuts, (market for)","chestnuts, (market for)",tonnes
M_Chick,fm,1,"chick-peas, dry (market for)","chick-peas, dry, (market for)",tonnes
M_Chics,fm,1,chicory roots (market for),"chicory roots, (market for)",tonnes
M_Chiln,fm,1,chillies and peppers (green) (market for),"chillies and peppers (green), (market for)",tonnes
M_Chily,fm,1,pimento (market for),"pimento, (market for)",tonnes
M_Chocs,fm,1,chocolate products nes (market for),"chocolate products nes, (market for)",tonnes
M_Cider,fm,1,"cider, etc. (market for)","cider, etc., (market for)",tonnes
M_Cinn,fm,1,cinnamon (canella) (market for),"cinnamon (canella), (market for)",tonnes
M_Ckcopra,fm,1,cake of copra (market for),"cake of copra, (market for)",tonnes
M_Ckcotton,fm,1,cake of cottonseed (market for),"cake of cottonseed, (market for)",tonnes
M_Ckgound,fm,1,cake of groundnuts (market for),"cake of groundnuts, (market for)",tonnes
M_Cklins,fm,1,cake of linseed (market for),"cake of linseed, (market for)",tonnes
M_Ckmust,fm,1,cake of mustard seed (market for),"cake of mustard seed, (market for)",tonnes
M_Ckpalm,fm,1,cake of palm kernel (market for),"cake of palm kernel, (market for)",tonnes
M_Ckrapes,fm,1,cake of rapeseed (market for),"cake of rapeseed, (market for)",tonnes
M_Cksoyb,fm,1,cake of soybeans (market for),"cake of soybeans, (market for)",tonnes
