code,parent_code,level,name
8129,812,5,Other building and industrial cleaning activities
813,81,4,Landscape care and maintenance service activities
8130,813,5,Landscape care and maintenance service activities
82,N80_82,3,"Office administrative, office support and other business support activities"
821,82,4,Office administrative and support activities
8211,821,5,Combined office administrative service activities
8219,821,5,"Photocopying, document preparation and other specialized office support activities"
822,82,4,Activities of call centres
8220,822,5,Activities of call centres
823,82,4,Organization of conventions and trade shows
8230,823,5,Organization of conventions and trade shows
829,82,4,Business support service activities n.e.c.
8291,829,5,Activities of collection agencies and credit bureaus
8292,829,5,Packaging activities
8299,829,5,Other business support service activities n.e.c.
O,_T,1,Public administration and defence; compulsory social security
84,O,2,Public administration and defence; compulsory social security
841,84,3,Administration of the State and the economic and social policy of the community
8411,841,4,General public administration activities
8412,841,4,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security"
8413,841,4,Regulation of and contribution to more efficient operation of businesses
842,84,3,Provision of services to the community as a whole
8421,842,4,Foreign affairs
8422,842,4,Defence activities
8423,842,4,Public order and safety activities
843,84,3,Compulsory social security activities
8430,843,4,Compulsory social security activities
P,_T,1,Education
85,P,2,Education
851,85,3,Pre-primary and primary education
8510,851,4,Pre-primary and primary education
852,85,3,Secondary education
8521,852,4,General secondary education
8522,852,4,Technical and vocational secondary education
853,85,3,Higher education
8530,853,4,Higher education
854,85,3,Other education
8541,854,4,Sports and recreation education
8542,854,4,Cultural education
8549,854,4,Other education n.e.c.
855,85,3,Educational support activities
8550,855,4,Educational support activities
Q,_T,1,Human health and social work activities
86,Q,2,Human health activities
861,86,3,Hospital activities
8610,861,4,Hospital activities
862,86,3,Medical and dental practice activities
8620,862,4,Medical and dental practice activities
869,86,3,Other human health activities
8690,869,4,Other human health activities
Q87_88,Q,2,Residential care activities and social work activities without accommodation
87,Q87_88,3,Residential care activities
871,87,4,Residential nursing care facilities
8710,871,5,Residential nursing care facilities
872,87,4,"Residential care activities for mental retardation, mental health and substance abuse"
8720,872,5,"Residential care activities for mental retardation, mental health and substance abuse"
873,87,4,Residential care activities for the elderly and disabled
8730,873,5,Residential care activities for the elderly and disabled
879,87,4,Other residential care activities
8790,879,5,Other residential care activities
88,Q87_88,3,Social work activities without accommodation
881,88,4,Social work activities without accommodation for the elderly and disabled
8810,881,5,Social work activities without accommodation for the elderly and disabled
889,88,4,Other social work activities without accommodation
8890,889,5,Other social work activities without accommodation
R,_T,1,"Arts, entertainment and recreation"
R90_92,R,2,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities"
90,R90_92,3,"Creative, arts and entertainment activities"
900,90,4,"Creative, arts and entertainment activities"
9000,900,5,"Creative, arts and entertainment activities"
91,R90_92,3,"Libraries, archives, museums and other cultural activities"
910,91,4,"Libraries, archives, museums and other cultural activities"
9101,910,5,Library and archives activities
9102,910,5,Museums activities and operation of historical sites and buildings
9103,910,5,Botanical and zoological gardens and nature reserves activities
92,R90_92,3,Gambling and betting activities
920,92,4,Gambling and betting activities
9200,920,5,Gambling and betting activities
93,R,2,Sports activities and amusement and recreation activities
931,93,3,Sports activities
9311,931,4,Operation of sports facilities
9312,931,4,Activities of sports clubs
9319,931,4,Other sports activities
932,93,3,Other amusement and recreation activities
9321,932,4,Activities of amusement parks and theme parks
9329,932,4,Other amusement and recreation activities n.e.c.
S,_T,1,Other service activities
94,S,2,Activities of membership organizations
941,94,3,"Activities of business, employers and professional membership organizations"
9411,941,4,Activities of business and employers membership organizations
9412,941,4,Activities of professional membership organizations
942,94,3,Activities of trade unions
9420,942,4,Activities of trade unions
949,94,3,Activities of other membership organizations
9491,949,4,Activities of religious organizations
9492,949,4,Activities of political organizations
9499,949,4,Activities of other membership organizations n.e.c.
95,S,2,Repair of computers and personal and household goods
951,95,3,Repair of computers and communication equipment
9511,951,4,Repair of computers and peripheral equipment
9512,951,4,Repair of communication equipment
952,95,3,Repair of personal and household goods
9521,952,4,Repair of consumer electronics
9522,952,4,Repair of household appliances and home and garden equipment
9523,952,4,Repair of footwear and leather goods
9524,952,4,Repair of furniture and home furnishings
9529,952,4,Repair of other personal and household goods
96,S,2,Other personal service activities
960,96,3,Other personal service activities
9601,960,4,Washing and (dry-) cleaning of textile and fur products
9602,960,4,Hairdressing and other beauty treatment
9603,960,4,Funeral and related activities
9609,960,4,Other personal service activities n.e.c.
T,_T,1,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
97,T,2,Activities of households as employers of domestic personnel
970,97,3,Activities of households as employers of domestic personnel
9700,970,4,Activities of households as employers of domestic personnel
98,T,2,Undifferentiated goods- and services-producing activities of private households for own use
981,98,3,Undifferentiated goods-producing activities of private households for own use
9810,981,4,Undifferentiated goods-producing activities of private households for own use
982,98,3,Undifferentiated service-producing activities of private households for own use
9820,982,4,Undifferentiated service-producing activities of private households for own use
U,_T,1,Activities of extraterritorial organizations and bodies
99,U,2,Activities of extraterritorial organizations and bodies
990,99,3,Activities of extraterritorial organizations and bodies
9900,990,4,Activities of extraterritorial organizations and bodies
oa,,0,Other activity
D21,D21X31,2,Taxes on products
D21X31,oa,1,Taxes less subsidies on products
D31,D21X31,2,Subsidies on products
OTTM,oa,1,Trade and transport margins
OTTM1,OTTM,2,Trade margins
OTTM2,OTTM,2,Transport margins
P3,oa,1,Final consumption expenditure
P33,P3,2,Direct purchases abroad by residents
P34,P3,2,Domestic purchases by non-residents
P3S13,P3,2,General government final consumption expenditure
P3S14DC,P3,2,Households final consumption expenditure domestic concept
P3S15,P3,2,NPISHs final consumption expenditure
P5,oa,1,Gross capital formation
P51G,P5,2,Gross fixed capital formation
P52,P5,2,Changes in inventories
P53,P5,2,Acquisitions less disposals of valuables
P6,oa,1,Exports of goods and services
P6A,P6,2,Re-exports
P7,oa,1,Imports of goods and services
P7ADJ,oa,1,CIF/FOB adjustment on imports
TS,oa,1,Total supply
TU,oa,1,Total use
