Case ID;Activity;Start;Complete;Resource;Cost
33;Coordinate verification of polygon pits status;2022-04-18 08:08:50;2022-04-18 08:15:31;Rodrigo;2445
33;Load pits with explosives;2022-04-18 08:41:47;2022-04-18 10:37:37;Eduardo;57627
33;Design evacuation card;2022-04-18 10:39:04;2022-04-18 11:02:42;Rogelio;10359
33;Evacuate blasting zone;2022-04-18 11:05:15;2022-04-18 11:34:14;Rodrigo;13501
33;Execute blasting;2022-04-18 11:36:15;2022-04-18 11:58:12;Eduardo;28480
33;Review blasting results;2022-04-18 12:06:36;2022-04-18 12:31:56;Rodrigo;9268
33;Prepare report of anomalies;2022-04-18 12:34:43;2022-04-18 12:47:35;Eduardo;3828
33;Analyze measures to take;2022-04-18 12:50:00;2022-04-18 13:19:06;Rogelio;11300
33;Generate blasting report;2022-04-18 13:24:08;2022-04-18 13:38:43;Eduardo;4339
34;Coordinate verification of polygon pits status;2022-04-18 13:46:08;2022-04-18 13:52:32;Rodrigo;2341
34;Load pits with explosives;2022-04-18 14:18:38;2022-04-18 16:25:09;Marta;63258
34;Design evacuation card;2022-04-18 16:25:44;2022-04-18 16:50:10;Rogelio;10710
34;Evacuate blasting zone;2022-04-18 16:53:39;2022-04-18 17:21:51;Rodrigo;13136
34;Execute blasting;2022-04-18 17:23:56;2022-04-18 17:43:55;Marta;25978
34;Review blasting results;2022-04-18 17:52:17;2022-04-18 18:17:29;Rodrigo;9219
34;Prepare report of anomalies;2022-04-18 18:20:17;2022-04-18 18:34:51;Marta;4370
34;Analyze measures to take;2022-04-18 18:36:54;2022-04-18 19:04:41;Rogelio;10789
34;Generate blasting report;2022-04-18 19:09:54;2022-04-18 19:18:13;Marta;2495
35;Coordinate verification of polygon pits status;2022-04-19 08:05:35;2022-04-19 08:13:15;Edgar;2811
35;Load pits with explosives;2022-04-19 08:39:34;2022-04-19 10:45:35;Roberto;62798
35;Design evacuation card;2022-04-19 10:47:12;2022-04-19 11:10:26;Rogelio;10184
35;Evacuate blasting zone;2022-04-19 11:13:50;2022-04-19 11:51:56;Edgar;17780
35;Execute blasting;2022-04-19 11:54:02;2022-04-19 12:15:44;Roberto;28174
35;Review blasting results;2022-04-19 12:24:11;2022-04-19 12:46:07;Edgar;8042
35;Generate blasting report;2022-04-19 12:52:00;2022-04-19 13:06:14;Roberto;4246
36;Coordinate verification of polygon pits status;2022-04-19 13:15:54;2022-04-19 13:24:45;Edgar;3245
36;Make observations in drilling diagram;2022-04-19 13:27:44;2022-04-19 13:33:28;Romina;1995
36;Load pits with explosives;2022-04-19 13:47:10;2022-04-19 15:48:06;Romina;60215
36;Design evacuation card;2022-04-19 15:49:50;2022-04-19 16:13:36;Rogelio;10418
36;Evacuate blasting zone;2022-04-19 16:16:16;2022-04-19 16:51:30;Edgar;16442
36;Execute blasting;2022-04-19 16:53:37;2022-04-19 17:15:09;Romina;27948
36;Review blasting results;2022-04-19 17:23:28;2022-04-19 17:45:39;Edgar;8134
36;Prepare report of anomalies;2022-04-19 17:48:39;2022-04-19 18:04:36;Romina;4752
36;Analyze measures to take;2022-04-19 18:08:01;2022-04-19 18:36:59;Rogelio;11249
36;Generate blasting report;2022-04-19 18:42:13;2022-04-19 18:48:09;Romina;1768
37;Coordinate verification of polygon pits status;2022-04-20 08:08:56;2022-04-20 08:19:14;Maria;3862
37;Load pits with explosives;2022-04-20 08:45:15;2022-04-20 10:59:13;Marta;66983
37;Design evacuation card;2022-04-20 11:01:06;2022-04-20 11:25:18;Rogelio;10608
37;Evacuate blasting zone;2022-04-20 11:26:05;2022-04-20 11:54:24;Maria;13450
37;Execute blasting;2022-04-20 11:56:35;2022-04-20 12:11:06;Marta;18872
37;Review blasting results;2022-04-20 12:19:32;2022-04-20 12:42:48;Maria;8725
37;Prepare report of anomalies;2022-04-20 12:45:43;2022-04-20 13:03:40;Marta;5385
37;Analyze measures to take;2022-04-20 13:06:56;2022-04-20 13:33:23;Rogelio;10271
37;Generate blasting report;2022-04-20 13:38:36;2022-04-20 13:45:23;Marta;2035
38;Coordinate verification of polygon pits status;2022-04-20 13:54:19;2022-04-20 14:03:00;Maria;3256
38;Load pits with explosives;2022-04-20 14:29:14;2022-04-20 16:39:30;Romina;64862
38;Design evacuation card;2022-04-20 16:40:14;2022-04-20 17:03:38;Rogelio;10257
38;Evacuate blasting zone;2022-04-20 17:07:26;2022-04-20 17:35:56;Maria;13538
38;Execute blasting;2022-04-20 17:38:00;2022-04-20 17:58:20;Romina;26391
38;Review blasting results;2022-04-20 18:06:58;2022-04-20 18:30:09;Maria;8694
38;Generate blasting report;2022-04-20 18:36:01;2022-04-20 18:41:56;Romina;1763
39;Coordinate verification of polygon pits status;2022-04-21 08:07:51;2022-04-21 08:15:06;Clara;2701
39;Coordinate terrain revision;2022-04-21 08:30:45;2022-04-21 08:39:33;Clara;3718
39;Revise terrain;2022-04-21 10:15:16;2022-04-21 11:23:34;GM&PS;67162
39;Load pits with explosives;2022-04-21 11:30:39;2022-04-21 13:23:16;Hugo;55933
39;Design evacuation card;2022-04-21 13:26:44;2022-04-21 13:52:20;Rosa;11307
39;Evacuate blasting zone;2022-04-21 13:56:49;2022-04-21 14:23:41;Clara;12694
39;Execute blasting;2022-04-21 14:25:53;2022-04-21 14:38:30;Hugo;16360
39;Review blasting results;2022-04-21 14:49:33;2022-04-21 15:14:25;Clara;9263
39;Prepare report of anomalies;2022-04-21 15:19:40;2022-04-21 15:31:41;Hugo;3565
39;Analyze measures to take;2022-04-21 15:36:56;2022-04-21 16:05:17;Rosa;11104
39;Generate blasting report;2022-04-21 16:13:01;2022-04-21 16:27:26;Hugo;4277
40;Coordinate verification of polygon pits status;2022-04-22 08:09:00;2022-04-22 08:18:09;Pedro;3370
40;Load pits with explosives;2022-04-22 08:39:21;2022-04-22 10:15:07;Hugo;47564
40;Design evacuation card;2022-04-22 10:18:29;2022-04-22 10:43:00;Rosa;10828
40;Evacuate blasting zone;2022-04-22 10:46:24;2022-04-22 11:20:15;Pedro;15853
40;Execute blasting;2022-04-22 11:22:26;2022-04-22 11:45:04;Hugo;29348
40;Review blasting results;2022-04-22 11:55:57;2022-04-22 12:19:10;Pedro;8551
40;Prepare report of anomalies;2022-04-22 12:24:35;2022-04-22 12:37:29;Hugo;3827
40;Analyze measures to take;2022-04-22 12:41:31;2022-04-22 13:10:51;Rosa;11489
40;Generate blasting report;2022-04-22 13:18:28;2022-04-22 13:33:43;Hugo;4524
41;Coordinate verification of polygon pits status;2022-04-22 13:39:43;2022-04-22 13:48:13;Pedro;3131
41;Make observations in drilling diagram;2022-04-22 13:54:09;2022-04-22 13:58:01;Hugo;1340
41;Load pits with explosives;2022-04-22 14:06:45;2022-04-22 15:50:23;Hugo;51471
41;Design evacuation card;2022-04-22 15:54:43;2022-04-22 16:18:16;Rosa;10401
41;Evacuate blasting zone;2022-04-22 16:22:04;2022-04-22 16:52:06;Pedro;14066
41;Execute blasting;2022-04-22 16:54:09;2022-04-22 17:13:07;Hugo;24593
41;Review blasting results;2022-04-22 17:24:22;2022-04-22 17:47:41;Pedro;8588
41;Prepare report of anomalies;2022-04-22 17:53:05;2022-04-22 18:08:23;Hugo;4539
41;Analyze measures to take;2022-04-22 18:12:24;2022-04-22 18:39:12;Rosa;10497
41;Generate blasting report;2022-04-22 18:46:57;2022-04-22 19:03:16;Hugo;4841
42;Coordinate verification of polygon pits status;2022-04-23 08:07:24;2022-04-23 08:13:37;Clara;2316
42;Coordinate terrain revision;2022-04-23 08:29:15;2022-04-23 08:37:16;Clara;3387
42;Revise terrain;2022-04-23 10:12:33;2022-04-23 11:20:04;GM&PS;66391
42;Load pits with explosives;2022-04-23 11:27:04;2022-04-23 13:20:42;Hugo;56438
42;Design evacuation card;2022-04-23 13:24:00;2022-04-23 13:49:42;Rosa;11351
42;Evacuate blasting zone;2022-04-23 13:55:09;2022-04-23 14:22:41;Clara;13010
42;Execute blasting;2022-04-23 14:24:52;2022-04-23 14:48:56;Hugo;31206
42;Review blasting results;2022-04-23 14:59:49;2022-04-23 15:23:53;Clara;8965
42;Prepare report of anomalies;2022-04-23 15:29:10;2022-04-23 15:42:39;Hugo;4000
42;Analyze measures to take;2022-04-23 15:48:07;2022-04-23 16:18:43;Rosa;11985
42;Execute blasting revision;2022-04-23 16:35:44;2022-04-23 17:17:07;Hugo;59868
42;Review blasting results;2022-04-23 17:28:03;2022-04-23 17:52:33;Clara;9126
42;Prepare report of anomalies;2022-04-23 17:57:49;2022-04-23 18:10:10;Hugo;3664
42;Analyze measures to take;2022-04-23 18:14:36;2022-04-23 18:44:39;Rosa;11770
42;Generate blasting report;2022-04-23 18:52:09;2022-04-23 19:06:13;Hugo;4173
43;Coordinate verification of polygon pits status;2022-04-24 08:06:54;2022-04-24 08:17:03;Pedro;3739
43;Load pits with explosives;2022-04-24 08:38:28;2022-04-24 10:29:47;Paco;55473
43;Design evacuation card;2022-04-24 10:33:11;2022-04-24 11:00:03;Rosa;11866
43;Evacuate blasting zone;2022-04-24 11:06:24;2022-04-24 11:33:59;Pedro;12918
43;Execute blasting;2022-04-24 11:36:10;2022-04-24 11:49:52;Paco;17787
43;Review blasting results;2022-04-24 12:00:50;2022-04-24 12:23:56;Pedro;8508
43;Generate blasting report;2022-04-24 12:32:12;2022-04-24 12:40:24;Paco;2446
44;Coordinate verification of polygon pits status;2022-04-24 12:49:00;2022-04-24 13:02:42;Pedro;5046
44;Load pits with explosives;2022-04-24 13:24:10;2022-04-24 14:55:30;Paco;45514
44;Design evacuation card;2022-04-24 14:59:04;2022-04-24 15:23:16;Rosa;10688
44;Evacuate blasting zone;2022-04-24 15:27:45;2022-04-24 15:59:19;Pedro;14784
44;Execute blasting;2022-04-24 16:01:34;2022-04-24 16:13:57;Paco;16078
44;Review blasting results;2022-04-24 16:25:05;2022-04-24 16:48:17;Pedro;8545
44;Generate blasting report;2022-04-24 16:56:45;2022-04-24 17:06:36;Paco;2939
45;Coordinate verification of polygon pits status;2022-04-25 08:05:22;2022-04-25 08:12:42;Clara;2732
45;Load pits with explosives;2022-04-25 08:33:43;2022-04-25 10:30:18;Luis;57806
45;Design evacuation card;2022-04-25 10:34:04;2022-04-25 10:59:15;Rosa;11123
45;Evacuate blasting zone;2022-04-25 11:02:48;2022-04-25 11:29:11;Clara;12466
45;Execute blasting;2022-04-25 11:31:14;2022-04-25 11:51:17;Luis;25981
45;Review blasting results;2022-04-25 12:02:23;2022-04-25 12:27:00;Clara;9170
45;Prepare report of anomalies;2022-04-25 12:32:23;2022-04-25 12:45:47;Luis;3964
45;Analyze measures to take;2022-04-25 12:51:30;2022-04-25 13:21:18;Rosa;11672
45;Generate blasting report;2022-04-25 13:28:48;2022-04-25 13:42:40;Luis;4102
